latitude,longitude,coords
43.64516,-79.44499,POINT (-79.44499 43.64516)
43.65314,-79.4593,POINT (-79.4593 43.65314)
43.64188,-79.40053,POINT (-79.40053 43.64188)
43.63951,-79.42474,POINT (-79.42474 43.63951)
43.63818,-79.39978,POINT (-79.39978 43.63818)
43.65572,-79.46124,POINT (-79.46124 43.65572)
43.6860486,-79.52439601,POINT (-79.52439600972824 43.68604860137473)
43.6467782,-79.3919601,POINT (-79.3919600991042 43.64677820168837)
43.64035,-79.39107,POINT (-79.39107 43.64035)
43.6656243,-79.54997316,POINT (-79.54997315859872 43.665624298834594)
43.77957105,-79.4199475,POINT (-79.41994749804944 43.77957104724278)
43.77117375,-79.42934872,POINT (-79.42934872279302 43.771173753480944)
43.73805,-79.27765,POINT (-79.27765 43.73805)
43.6416463,-79.3808409,POINT (-79.38084089826796 43.64164629641577)
43.63987975,-79.39782332,POINT (-79.3978233183853 43.639879754696864)
43.79272171,-79.3097274,POINT (-79.30972739942929 43.79272170903483)
43.66996529,-79.42744653,POINT (-79.42744653398734 43.66996528975443)
43.63574,-79.40212,POINT (-79.40212 43.63574)
43.73071871,-79.52304259,POINT (-79.52304259002587 43.73071870961256)
43.64671,-79.39311,POINT (-79.39311 43.64671)
43.66424653,-79.42485208,POINT (-79.4248520819574 43.6642465298361)
43.67073006,-79.41412267,POINT (-79.41412266640901 43.67073006371003)
43.76421005,-79.5015427,POINT (-79.50154269556559 43.76421005369482)
43.63501,-79.43196,POINT (-79.43196 43.63501)
43.71237,-79.33041,POINT (-79.33041 43.71237)
43.66566057,-79.34841062,POINT (-79.34841062227622 43.66566056913152)
43.64284,-79.38093,POINT (-79.38093 43.64284)
43.69909,-79.27207,POINT (-79.27207 43.69909)
43.74765652,-79.24596892,POINT (-79.24596892191909 43.7476565209556)
43.68591,-79.29073,POINT (-79.29073 43.68591)
43.64892,-79.43301,POINT (-79.43301 43.64892)
43.79203,-79.37234,POINT (-79.37234 43.79203)
43.67351743,-79.46081371,POINT (-79.4608137122389 43.673517427370655)
43.67095,-79.39355,POINT (-79.39355 43.67095)
43.68900585,-79.32892108,POINT (-79.32892107728888 43.68900585257688)
43.64268224,-79.3807167,POINT (-79.38071669875377 43.64268224272245)
43.74316,-79.45005,POINT (-79.45005 43.74316)
43.64097702,-79.39842719,POINT (-79.39842719401362 43.64097701693602)
43.64186,-79.3815,POINT (-79.3815 43.64186)
43.66773,-79.45794,POINT (-79.45794 43.66773)
43.64051,-79.39689,POINT (-79.39689 43.64051)
43.66352,-79.46213,POINT (-79.46213 43.66352)
43.68029524,-79.44479033,POINT (-79.4447903257811 43.68029524269723)
43.64291,-79.38065,POINT (-79.38065 43.64291)
43.74897,-79.285049,POINT (-79.285049 43.74897)
43.66458292,-79.40977585,POINT (-79.40977585026245 43.664582923728986)
43.64693339,-79.39002555,POINT (-79.39002554842776 43.64693339407756)
43.76837,-79.50135,POINT (-79.50135 43.76837)
43.66109,-79.38692,POINT (-79.38692 43.66109)
43.77786,-79.44027,POINT (-79.44027 43.77786)
43.65263,-79.37843,POINT (-79.37843 43.65263)
43.75586,-79.57854,POINT (-79.57854 43.75586)
43.75923726,-79.41097388,POINT (-79.41097388332365 43.75923725712646)
43.66393,-79.37568,POINT (-79.37568 43.66393)
43.64278212,-79.38069534,POINT (-79.38069534247505 43.64278212444231)
43.6786567,-79.360405,POINT (-79.360405 43.6786567)
43.72424,-79.61745,POINT (-79.61745 43.72424)
43.640442,-79.3973253,POINT (-79.3973253 43.640442)
43.64436,-79.39031,POINT (-79.39031 43.64436)
43.671541,-79.38344574,POINT (-79.38344573879604 43.67154099586609)
43.66897,-79.35101,POINT (-79.35101 43.66897)
43.64117,-79.39812,POINT (-79.39812 43.64117)
43.59721,-79.52082,POINT (-79.52082 43.59721)
43.64413,-79.3894,POINT (-79.3894 43.64413)
43.64012,-79.3931,POINT (-79.3931 43.64012)
43.65091,-79.36912,POINT (-79.36912 43.65091)
43.72350414,-79.60344112,POINT (-79.60344111904908 43.72350413559617)
43.754193,-79.6016243,POINT (-79.6016243 43.754193)
43.64333862,-79.38876609,POINT (-79.38876608717595 43.64333862231051)
43.7758317,-79.4186316,POINT (-79.4186316 43.7758317)
43.61330063,-79.49027552,POINT (-79.49027551687952 43.61330063295564)
43.78877588,-79.39988608,POINT (-79.39988607886204 43.78877588054198)
43.7771499,-79.41272736,POINT (-79.41272735629715 43.77714990189703)
43.7959413,-79.416342,POINT (-79.416342 43.7959413)
43.66683,-79.44663,POINT (-79.44663 43.66683)
43.64491,-79.39272,POINT (-79.39272 43.64491)
43.65609,-79.46916,POINT (-79.46916 43.65609)
43.63763524,-79.40420559,POINT (-79.4042055876298 43.63763523685399)
43.64137672,-79.38231224,POINT (-79.38231223596044 43.64137671523512)
43.79226,-79.16415,POINT (-79.16415 43.79226)
43.78819,-79.41043,POINT (-79.41043 43.78819)
43.67123,-79.29435,POINT (-79.29435 43.67123)
43.6671529,-79.3140749,POINT (-79.3140749 43.6671529)
43.64148,-79.39785,POINT (-79.39785 43.64148)
43.6399,-79.39786,POINT (-79.39786 43.6399)
43.78414,-79.44422,POINT (-79.44422 43.78414)
43.64152,-79.38137,POINT (-79.38137 43.64152)
43.82792238,-79.22977452,POINT (-79.22977451904907 43.82792237984451)
43.64108255,-79.38269428,POINT (-79.38269428062665 43.64108255359227)
43.5927419,-79.5403301,POINT (-79.54033009999999 43.5927419)
43.6139646,-79.4977614,POINT (-79.4977614 43.6139646)
43.64487,-79.4094,POINT (-79.4094 43.64487)
43.67183,-79.40161,POINT (-79.40161 43.67183)
43.68147,-79.39429,POINT (-79.39429 43.68147)
43.63935,-79.39851,POINT (-79.39851 43.63935)
43.63614,-79.40497,POINT (-79.40497 43.63614)
43.774601,-79.387009,POINT (-79.387009 43.774601)
43.67280944,-79.4399758,POINT (-79.43997580092106 43.67280943685275)
43.64442,-79.38998,POINT (-79.38998 43.64442)
43.64593,-79.54413,POINT (-79.54413 43.64593)
43.7207498,-79.47582032,POINT (-79.47582032477305 43.72074979887972)
43.646244,-79.432358,POINT (-79.432358 43.646244)
43.64641,-79.39277,POINT (-79.39277 43.64641)
43.79362,-79.14438,POINT (-79.14438 43.79362)
43.66373,-79.4061,POINT (-79.4061 43.66373)
43.74029071,-79.55523053,POINT (-79.55523053180204 43.74029070632199)
43.79273,-79.3116,POINT (-79.3116 43.79273)
43.63897112,-79.3968127,POINT (-79.39681270346837 43.63897112478047)
43.65167,-79.38278,POINT (-79.38278 43.65167)
43.6698993,-79.3943174,POINT (-79.39431739999999 43.6698993)
43.6623086,-79.4250112,POINT (-79.4250112 43.6623086)
43.66528803,-79.38850176,POINT (-79.38850175619429 43.66528802873131)
43.799483,-79.2723172,POINT (-79.2723172 43.799483)
43.6703938,-79.3943028,POINT (-79.39430279999999 43.6703938)
43.62737841,-79.51674768,POINT (-79.51674767547404 43.62737840870937)
43.6475172,-79.3927031,POINT (-79.39270309999999 43.6475172)
43.6397827,-79.3979467,POINT (-79.39794669999999 43.6397827)
43.6403215,-79.53753093,POINT (-79.53753093170535 43.64032149846096)
43.65863,-79.4616,POINT (-79.4616 43.65863)
43.67048,-79.40324,POINT (-79.40324 43.67048)
43.66073,-79.40918,POINT (-79.40918 43.66073)
43.72191,-79.43614,POINT (-79.43614 43.72191)
43.70178172,-79.28678269,POINT (-79.28678268940463 43.70178171581269)
43.77205,-79.38257,POINT (-79.38257 43.77205)
43.63658666,-79.40466017,POINT (-79.4046601653099 43.636586656700345)
43.6448,-79.38929,POINT (-79.38929 43.6448)
43.6519017,-79.3772165,POINT (-79.37721650000002 43.6519017)
43.67187869,-79.39330728,POINT (-79.39330728125891 43.67187869284136)
43.64488,-79.38885,POINT (-79.38885 43.64488)
43.68144,-79.42118,POINT (-79.42118 43.68144)
43.77535,-79.32872,POINT (-79.32872 43.77535)
43.73484,-79.43895,POINT (-79.43895 43.73484)
43.62909,-79.47867,POINT (-79.47867 43.62909)
43.63743,-79.41447,POINT (-79.41447 43.63743)
43.6417442,-79.3819559,POINT (-79.3819559 43.6417442)
43.7972531,-79.1731285,POINT (-79.17312849999999 43.7972531)
43.6109423,-79.5515309,POINT (-79.5515309 43.6109423)
43.64721,-79.39853,POINT (-79.39853 43.64721)
43.6399752,-79.3814884,POINT (-79.3814884 43.63997519999999)
43.67256,-79.38828,POINT (-79.38828 43.67256)
43.64704,-79.39151,POINT (-79.39151 43.64704)
43.662848,-79.4158693,POINT (-79.4158693 43.662848)
43.65703,-79.46719,POINT (-79.46719 43.65703)
43.6402911,-79.5266869,POINT (-79.5266869 43.6402911)
43.63739364,-79.42191143,POINT (-79.42191143038042 43.63739363763378)
43.6703397,-79.2954098,POINT (-79.2954098 43.6703397)
43.65119563,-79.43914083,POINT (-79.43914082627363 43.651195634978855)
43.64442,-79.39313,POINT (-79.39313 43.64442)
43.65376,-79.48559,POINT (-79.48559 43.65376)
43.73057067,-79.39207859,POINT (-79.3920785933733 43.73057066740155)
43.64939,-79.42557,POINT (-79.42557 43.64939)
43.64634,-79.39371,POINT (-79.39371 43.64634)
43.71862636,-79.42874295,POINT (-79.42874295400703 43.71862636398208)
43.65942,-79.34508,POINT (-79.34508 43.65942)
43.79759,-79.29047,POINT (-79.29047 43.79759)
43.6441277,-79.3894058,POINT (-79.38940579999999 43.6441277)
43.68276,-79.29923,POINT (-79.29923 43.68276)
43.64732,-79.40889,POINT (-79.40889 43.64732)
43.80352,-79.34902,POINT (-79.34902 43.80352)
43.7359472,-79.4795412,POINT (-79.4795412 43.73594720000001)
43.64277819,-79.38391989,POINT (-79.38391989209507 43.64277818914495)
43.80093,-79.23132,POINT (-79.23132 43.80093)
43.7299587,-79.58552,POINT (-79.58552000053852 43.7299586961263)
43.68276,-79.42354,POINT (-79.42354 43.68276)
43.7183988,-79.42917616,POINT (-79.42917615916758 43.71839880429063)
43.70494,-79.43906,POINT (-79.43906 43.70494)
43.6689,-79.39401,POINT (-79.39401 43.6689)
43.64877,-79.48769,POINT (-79.48769 43.64877)
43.6584939,-79.4346202,POINT (-79.4346202 43.6584939)
43.72546755,-79.48889745,POINT (-79.48889744563796 43.72546754870614)
43.74336,-79.24603,POINT (-79.24603 43.74336)
43.63410858,-79.40288508,POINT (-79.40288508263552 43.63410858301716)
43.79437756,-79.40024159,POINT (-79.4002415918368 43.7943775641993)
43.64649884,-79.37415879,POINT (-79.37415878955923 43.64649884382721)
43.64187,-79.4112,POINT (-79.4112 43.64187)
43.58916,-79.53253,POINT (-79.53253 43.58916)
43.71789123,-79.24681023,POINT (-79.24681022731306 43.71789122853359)
43.63700695,-79.40674736,POINT (-79.40674735924917 43.63700694745721)
43.67001672,-79.29149099,POINT (-79.29149098956901 43.67001671772229)
43.6386,-79.41742,POINT (-79.41742 43.6386)
43.67004,-79.37593,POINT (-79.37593 43.67004)
43.65249658,-79.39284139,POINT (-79.39284139191388 43.65249658071127)
43.65194033,-79.39467428,POINT (-79.39467428461423 43.6519403269647)
43.78638,-79.1335,POINT (-79.1335 43.78638)
43.74486,-79.32712,POINT (-79.32712 43.74486)
43.66804,-79.42248,POINT (-79.42248 43.66804)
43.726463,-79.585869,POINT (-79.585869 43.726463)
43.64370364,-79.3837751,POINT (-79.38377510461602 43.64370364046184)
43.77098874,-79.24115074,POINT (-79.24115074232787 43.77098873641143)
43.64629,-79.40394,POINT (-79.40394 43.64629)
43.63956,-79.42985,POINT (-79.42985 43.63956)
43.64409,-79.40168,POINT (-79.40168 43.64409)
43.71871,-79.25226,POINT (-79.25226 43.71871)
43.64134,-79.39514,POINT (-79.39514 43.64134)
43.66222,-79.44434,POINT (-79.44434 43.66222)
43.65154639,-79.44080607,POINT (-79.44080606687568 43.65154638868507)
43.69714,-79.43827,POINT (-79.43827 43.69714)
43.78865399,-79.24516038,POINT (-79.2451603758512 43.78865399473121)
43.66491501,-79.42699321,POINT (-79.4269932074573 43.66491501340178)
43.63661807,-79.40536482,POINT (-79.40536481882263 43.636618073576905)
43.74488098,-79.31069512,POINT (-79.31069511857972 43.74488097623043)
43.70442,-79.52629,POINT (-79.52629 43.70442)
43.66996399,-79.39319702,POINT (-79.39319702479759 43.66996398867935)
43.65697,-79.37356,POINT (-79.37356 43.65697)
43.63974569,-79.53557512,POINT (-79.53557512000829 43.63974569453154)
43.65193613,-79.45386524,POINT (-79.45386523642118 43.65193613066322)
43.648282,-79.4101478,POINT (-79.41014779999999 43.64828199999999)
43.67574,-79.39815,POINT (-79.39815 43.67574)
43.6756,-79.35789,POINT (-79.35789 43.6756)
43.64892,-79.4254,POINT (-79.4254 43.64892)
43.67005,-79.41035,POINT (-79.41035 43.67005)
43.75313,-79.49633,POINT (-79.49633 43.75313)
43.73323,-79.59381,POINT (-79.59381 43.73323)
43.76684,-79.50268,POINT (-79.50268 43.76684)
43.74895,-79.45489,POINT (-79.45489 43.74895)
43.6567,-79.43912,POINT (-79.43912 43.6567)
43.65003,-79.40816,POINT (-79.40816 43.65003)
43.63988466,-79.39803947,POINT (-79.39803946763277 43.639884661002256)
43.64128,-79.40521,POINT (-79.40521 43.64128)
43.6263962,-79.47953267,POINT (-79.47953266907601 43.62639619779522)
43.64363,-79.38852,POINT (-79.38852 43.64363)
43.64297,-79.38127,POINT (-79.38127 43.64297)
43.6432538,-79.3761506,POINT (-79.3761506 43.6432538)
43.64654,-79.44768,POINT (-79.44768 43.64654)
43.77975,-79.32434,POINT (-79.32434 43.77975)
43.64824,-79.40546,POINT (-79.40546 43.64824)
43.69395,-79.4822,POINT (-79.4822 43.69395)
43.66362382,-79.55271952,POINT (-79.55271952158593 43.66362382033877)
43.78679,-79.35729,POINT (-79.35729 43.78679)
43.75568,-79.42623,POINT (-79.42623 43.75568)
43.63919783,-79.39693203,POINT (-79.39693202828633 43.639197834837525)
43.66856,-79.34864,POINT (-79.34864 43.66856)
43.67035,-79.39434,POINT (-79.39434 43.67035)
43.69977,-79.39299,POINT (-79.39299 43.69977)
43.64204022,-79.40709097,POINT (-79.40709097043894 43.64204022012813)
43.68377152,-79.44841001,POINT (-79.44841001169108 43.683771520742496)
43.642883,-79.380615,POINT (-79.380615 43.642883)
43.65507,-79.39127,POINT (-79.39127 43.65507)
43.76661,-79.38326,POINT (-79.38326 43.76661)
43.6607636,-79.4169686,POINT (-79.41696859999999 43.6607636)
43.67987,-79.44622,POINT (-79.44622 43.67987)
43.64255219,-79.44834365,POINT (-79.44834364596093 43.64255218909857)
43.65891,-79.42454,POINT (-79.42454 43.65891)
43.79817,-79.41694,POINT (-79.41694 43.79817)
43.74123,-79.52365,POINT (-79.52365 43.74123)
43.64259894,-79.41390256,POINT (-79.41390255902125 43.64259894199688)
43.73569,-79.47651,POINT (-79.47650999999999 43.73569)
43.6717863,-79.3875929,POINT (-79.3875929 43.6717863)
43.76932,-79.49885,POINT (-79.49885 43.76932)
43.77094,-79.18969,POINT (-79.18969 43.77094)
43.67432,-79.56768,POINT (-79.56768 43.67432)
43.66095,-79.37096,POINT (-79.37096 43.66095)
43.65935,-79.58058,POINT (-79.58058 43.65935)
43.7917875,-79.424916,POINT (-79.424916 43.7917875)
43.7812,-79.30652,POINT (-79.30652 43.7812)
43.67658127,-79.42408339,POINT (-79.42408339079853 43.676581266099504)
43.79095,-79.35909,POINT (-79.35909 43.79095)
43.59178,-79.54097,POINT (-79.54097 43.59178)
43.67128218,-79.42218614,POINT (-79.42218614335187 43.67128218167931)
43.6576902,-79.5287513,POINT (-79.5287513 43.6576902)
43.64418,-79.40586,POINT (-79.40586 43.64418)
43.70166,-79.38164,POINT (-79.38164 43.70166)
43.63963,-79.39834,POINT (-79.39834 43.63963)
43.66186,-79.38425,POINT (-79.38425 43.66186)
43.73326681,-79.53599428,POINT (-79.53599427605889 43.73326680736556)
43.64831,-79.39359,POINT (-79.39359 43.64831)
43.67457,-79.39135,POINT (-79.39135 43.67457)
43.66413,-79.36842,POINT (-79.36842 43.66413)
43.65495346,-79.45371849,POINT (-79.45371848514478 43.6549534640827)
43.64736,-79.42961,POINT (-79.42961 43.64736)
43.747547,-79.2562594,POINT (-79.25625939999999 43.747547)
43.65962,-79.40837,POINT (-79.40837 43.65962)
43.76581,-79.17798,POINT (-79.17798 43.76581)
43.65023,-79.38886,POINT (-79.38886 43.65023)
43.792331,-79.4332219,POINT (-79.43322189999999 43.792331)
43.74318087,-79.43584445,POINT (-79.43584445214289 43.74318086983698)
43.65797734,-79.38423983,POINT (-79.38423982635742 43.65797733828894)
43.64172,-79.40112,POINT (-79.40112 43.64172)
43.72421,-79.45309,POINT (-79.45309 43.72421)
43.68067,-79.43445,POINT (-79.43445 43.68067)
43.71039,-79.33494,POINT (-79.33494 43.71039)
43.64272,-79.4145,POINT (-79.4145 43.64272)
43.74147,-79.30859,POINT (-79.30859 43.74147)
43.6527,-79.3705,POINT (-79.3705 43.6527)
43.72312,-79.39313,POINT (-79.39313 43.72312)
43.6435,-79.4006,POINT (-79.4006 43.6435)
43.6795,-79.41927,POINT (-79.41927 43.6795)
43.636642,-79.4057224,POINT (-79.4057224 43.63664199999999)
43.77595,-79.42085,POINT (-79.42085 43.77595)
43.76161,-79.40959,POINT (-79.40959 43.76161)
43.6893,-79.4937,POINT (-79.4937 43.6893)
43.66112005,-79.38713969,POINT (-79.38713968853604 43.66112004538581)
43.6545,-79.36307,POINT (-79.36307 43.6545)
43.64288,-79.38062,POINT (-79.38062 43.64288)
43.63777386,-79.40456739,POINT (-79.40456738836214 43.637773857730686)
43.69547,-79.45923,POINT (-79.45923 43.69547)
43.5936544,-79.5220985,POINT (-79.5220985 43.5936544)
43.64184,-79.39926,POINT (-79.39926 43.64184)
43.64358,-79.39608,POINT (-79.39608 43.64358)
43.6397827,-79.3979467,POINT (-79.39794669999999 43.6397827)
43.69117,-79.30364,POINT (-79.30364 43.69117)
43.67045,-79.43781,POINT (-79.43781 43.67045)
43.6716522,-79.4401351,POINT (-79.44013509999999 43.6716522)
43.66137,-79.42679,POINT (-79.42679 43.66137)
43.6446367,-79.4446066,POINT (-79.4446066 43.6446367)
43.67238046,-79.46292132,POINT (-79.46292131933626 43.67238046298302)
43.7052484,-79.4033219,POINT (-79.4033219 43.7052484)
43.6980875,-79.440912,POINT (-79.44091200069768 43.69808749849663)
43.64797,-79.42558,POINT (-79.42558 43.64797)
43.59997,-79.5105,POINT (-79.5105 43.59997)
43.6666189,-79.44643079,POINT (-79.44643079165812 43.66661890093568)
43.6404039,-79.3973086,POINT (-79.3973086 43.6404039)
43.67399594,-79.28647897,POINT (-79.28647896758218 43.67399594370664)
43.71474898,-79.36644847,POINT (-79.36644847212722 43.714748983562586)
43.6697824,-79.3942951,POINT (-79.3942951 43.6697824)
43.64656,-79.42425,POINT (-79.42425 43.64656)
43.68479,-79.42998,POINT (-79.42998 43.68479)
43.64694,-79.42699,POINT (-79.42699 43.64694)
43.65404,-79.38569,POINT (-79.38569 43.65404)
43.64833,-79.36247,POINT (-79.36247 43.64833)
43.66121,-79.48174,POINT (-79.48174 43.66121)
43.6445476,-79.5204313,POINT (-79.52043129550998 43.644547602134494)
43.6462501,-79.39487522,POINT (-79.39487521852415 43.64625009695396)
43.75979,-79.40893,POINT (-79.40893 43.75979)
43.70528,-79.49877,POINT (-79.49877 43.70528)
43.70473,-79.26968,POINT (-79.26968 43.70473)
43.78949534,-79.40007425,POINT (-79.40007425279089 43.78949533762849)
43.65249505,-79.41071709,POINT (-79.41071709389601 43.652495047992446)
43.74289,-79.29885,POINT (-79.29885 43.74289)
43.68925,-79.44199,POINT (-79.44199 43.68925)
43.6664188,-79.3025206,POINT (-79.3025206 43.6664188)
43.67152,-79.38887,POINT (-79.38887 43.67152)
43.64086,-79.43891,POINT (-79.43891 43.64086)
43.76789697,-79.49940378,POINT (-79.49940377745881 43.76789697241095)
43.64858991,-79.43468764,POINT (-79.43468764172401 43.64858990640187)
43.79209457,-79.36324432,POINT (-79.36324432156252 43.79209457304918)
