latitude,longitude,coords
43.67542286,-79.40375559,POINT (-79.4037555943649 43.67542286467019)
43.72635,-79.47859,POINT (-79.47859 43.72635)
43.78855,-79.33688,POINT (-79.33688 43.78855)
43.66486891,-79.40491785,POINT (-79.40491785279713 43.66486890987012)
43.64307,-79.38865,POINT (-79.38865 43.64307)
43.66088,-79.40969,POINT (-79.40969 43.66088)
43.766219,-79.40658561,POINT (-79.40658561264314 43.76621900073274)
43.63703,-79.43037,POINT (-79.43037 43.63703)
43.82186284,-79.30642611,POINT (-79.30642610613567 43.821862838983805)
43.72704,-79.48599,POINT (-79.48599 43.72704)
43.6565898,-79.4233838,POINT (-79.4233838 43.6565898)
43.6424,-79.38068,POINT (-79.38068 43.6424)
43.6594674,-79.3855404,POINT (-79.3855404 43.6594674)
43.64496,-79.3901,POINT (-79.3901 43.64496)
43.67173,-79.30386,POINT (-79.30386 43.67173)
43.77539236,-79.40014684,POINT (-79.4001468439053 43.77539236112928)
43.66236,-79.42333,POINT (-79.42333 43.66236)
43.65268,-79.36989,POINT (-79.36989 43.65268)
43.64016,-79.37792,POINT (-79.37792 43.64016)
43.69728,-79.5299,POINT (-79.5299 43.69728)
43.73833,-79.30411,POINT (-79.30411 43.73833)
43.6556336,-79.4056201,POINT (-79.4056201 43.65563359999999)
43.67615344,-79.46281695,POINT (-79.46281694818973 43.67615344083954)
43.70012,-79.39274,POINT (-79.39274 43.70012)
43.77712,-79.30306,POINT (-79.30306 43.77712)
43.67965,-79.44329,POINT (-79.44329 43.67965)
43.6398431,-79.3979199,POINT (-79.39791989999999 43.6398431)
43.74817,-79.2849,POINT (-79.2849 43.74817)
43.78843852,-79.27693161,POINT (-79.27693161201567 43.78843852286824)
43.66638,-79.37552,POINT (-79.37552 43.66638)
43.71644423,-79.23453227,POINT (-79.23453226593601 43.71644422746736)
43.66329,-79.46055,POINT (-79.46055 43.66329)
43.70938,-79.25895,POINT (-79.25895 43.70938)
43.74674801,-79.39312901,POINT (-79.39312901347876 43.74674800973946)
43.64112,-79.39555,POINT (-79.39555 43.64112)
43.78797,-79.17955,POINT (-79.17955 43.78797)
43.6369659,-79.4046643,POINT (-79.4046643 43.6369659)
43.6473,-79.40864,POINT (-79.40864 43.6473)
43.64777847,-79.42247602,POINT (-79.42247602076655 43.64777846517495)
43.6370843,-79.4045175,POINT (-79.4045175 43.6370843)
43.6407647,-79.3955849,POINT (-79.39558490000002 43.6407647)
43.8006339,-79.2953486,POINT (-79.2953486 43.8006339)
43.65869279,-79.38229313,POINT (-79.3822931270352 43.6586927871449)
43.6426,-79.38253,POINT (-79.38253 43.6426)
43.64643,-79.39805,POINT (-79.39805 43.64643)
43.69326,-79.26195,POINT (-79.26195 43.69326)
43.60597,-79.53062,POINT (-79.53062 43.60597)
43.6464934,-79.39215848,POINT (-79.39215848084862 43.64649340417298)
43.66555,-79.3845,POINT (-79.3845 43.66555)
43.68585046,-79.39200091,POINT (-79.39200091477169 43.685850458734784)
43.64373685,-79.38161224,POINT (-79.38161223589769 43.64373685451889)
43.77113,-79.13905,POINT (-79.13905 43.77113)
43.77975,-79.42123,POINT (-79.42123 43.77975)
43.6409,-79.39679,POINT (-79.39679 43.6409)
43.66169,-79.33748,POINT (-79.33748 43.66169)
43.68139,-79.31107,POINT (-79.31107 43.68139)
43.66489887,-79.47199945,POINT (-79.47199945147148 43.6648988705517)
43.6647727,-79.3869867,POINT (-79.3869867 43.6647727)
43.64162,-79.39887,POINT (-79.39887 43.64162)
43.6703938,-79.3943028,POINT (-79.39430279999999 43.6703938)
43.66803004,-79.37094085,POINT (-79.37094084558484 43.668030044606816)
43.7499,-79.458,POINT (-79.458 43.7499)
43.66216,-79.40804,POINT (-79.40804 43.66216)
43.670822,-79.2993492,POINT (-79.2993492 43.670822)
43.66019,-79.41682,POINT (-79.41682 43.66019)
43.64357318,-79.43833192,POINT (-79.43833191577583 43.64357318487775)
43.65117,-79.36789,POINT (-79.36789 43.65117)
43.65402,-79.47772,POINT (-79.47772 43.65402)
43.6563,-79.41155,POINT (-79.41155 43.6563)
43.73598838,-79.40566326,POINT (-79.40566326071959 43.73598837568916)
43.67025,-79.29493,POINT (-79.29493 43.67025)
43.67856,-79.48232,POINT (-79.48232 43.67856)
43.77945,-79.40318,POINT (-79.40318 43.77945)
43.74362745,-79.32506711,POINT (-79.32506710532108 43.743627446042055)
43.65113513,-79.41023375,POINT (-79.41023375243533 43.65113513399088)
43.66236,-79.33329,POINT (-79.33329 43.66236)
43.7610809,-79.41007919,POINT (-79.41007919416424 43.76108090033426)
43.79044,-79.31871,POINT (-79.31871 43.79044)
43.66672,-79.43072,POINT (-79.43072 43.66672)
43.64059,-79.41059,POINT (-79.41059 43.64059)
43.65822233,-79.37360358,POINT (-79.37360358285429 43.6582223303956)
43.66358,-79.37145,POINT (-79.37145 43.66358)
43.652,-79.45386,POINT (-79.45386 43.652)
43.67817,-79.44362,POINT (-79.44362 43.67817)
43.67718,-79.41454,POINT (-79.41454 43.67718)
43.76572,-79.50344,POINT (-79.50344 43.76572)
43.65643,-79.39126,POINT (-79.39126 43.65643)
43.81909607,-79.27850012,POINT (-79.27850012151265 43.81909607427856)
43.68381,-79.41279,POINT (-79.41279 43.68381)
43.66417,-79.34944,POINT (-79.34944 43.66417)
43.6454055,-79.4081569,POINT (-79.4081569 43.6454055)
43.7092032,-79.2735199,POINT (-79.2735199 43.7092032)
43.66273,-79.42681,POINT (-79.42681 43.66273)
43.66441,-79.38985,POINT (-79.38985 43.66441)
43.74479,-79.30857,POINT (-79.30857 43.74479)
43.65514868,-79.41831395,POINT (-79.41831395030022 43.65514868045471)
43.67271,-79.43872,POINT (-79.43872 43.67271)
43.68213,-79.42702,POINT (-79.42702 43.68213)
43.67889,-79.35325,POINT (-79.35325 43.67889)
43.59341,-79.54125,POINT (-79.54125 43.59341)
43.67677,-79.33866,POINT (-79.33866 43.67677)
43.78998,-79.44307,POINT (-79.44307 43.78998)
43.67159802,-79.41631346,POINT (-79.41631346321661 43.67159801684036)
43.65994,-79.36827,POINT (-79.36827 43.65994)
43.67578,-79.39897,POINT (-79.39897 43.67578)
43.64521,-79.38976,POINT (-79.38976 43.64521)
43.64549,-79.37537,POINT (-79.37537 43.64549)
43.64337,-79.38193,POINT (-79.38193 43.64337)
43.79286446,-79.31115866,POINT (-79.31115865539351 43.79286446210418)
43.79503423,-79.40024195,POINT (-79.40024194912907 43.7950342305115)
43.76253,-79.52281,POINT (-79.52281 43.76253)
43.66099,-79.43504,POINT (-79.43504 43.66099)
43.66554,-79.38338,POINT (-79.38338 43.66554)
43.6487686,-79.4219089,POINT (-79.42190889999999 43.6487686)
43.67813113,-79.44579996,POINT (-79.44579996284298 43.67813113422375)
43.63791,-79.38595,POINT (-79.38595 43.63791)
43.64972248,-79.47725996,POINT (-79.47725995700925 43.64972248066461)
43.63953748,-79.39632602,POINT (-79.39632601547395 43.63953748241445)
43.76735,-79.49976,POINT (-79.49976 43.76735)
43.65519,-79.35391,POINT (-79.35391 43.65519)
43.66711,-79.446,POINT (-79.446 43.66711)
43.6830918,-79.46407305,POINT (-79.46407305241921 43.68309180146721)
43.65792,-79.5625,POINT (-79.5625 43.65792)
43.78323,-79.35628,POINT (-79.35628 43.78323)
43.66199963,-79.36496612,POINT (-79.36496612304144 43.66199963347837)
43.65428566,-79.36944804,POINT (-79.36944803693129 43.654285661788)
43.6408,-79.38228,POINT (-79.38228 43.6408)
43.6397827,-79.3979467,POINT (-79.39794669999999 43.6397827)
43.6491084,-79.3660169,POINT (-79.36601689999999 43.6491084)
43.76545,-79.21086,POINT (-79.21086 43.76545)
43.64016171,-79.39706117,POINT (-79.3970611737176 43.640161708499335)
43.6576902,-79.5287513,POINT (-79.5287513 43.6576902)
43.64266,-79.39139,POINT (-79.39139 43.64266)
43.8039827,-79.37729362,POINT (-79.3772936151418 43.80398270113314)
43.66965,-79.41708,POINT (-79.41708 43.66965)
43.64350588,-79.42838069,POINT (-79.42838069051733 43.64350587758117)
43.64886,-79.38748,POINT (-79.38748 43.64886)
43.62056,-79.50065,POINT (-79.50065 43.62056)
43.75784,-79.3955,POINT (-79.3955 43.75784)
43.65859,-79.41056,POINT (-79.41056 43.65859)
43.67013,-79.41524,POINT (-79.41524 43.67013)
43.78765,-79.26527,POINT (-79.26527 43.78765)
43.65896,-79.42488,POINT (-79.42488 43.65896)
43.64224015,-79.37977308,POINT (-79.37977307647323 43.64224014833412)
43.6444441,-79.3763883,POINT (-79.3763883 43.6444441)
43.73456,-79.47941,POINT (-79.47941 43.73456)
43.72221,-79.50032,POINT (-79.50032 43.72221)
43.6334785,-79.4952485,POINT (-79.4952485 43.6334785)
43.63571,-79.40484,POINT (-79.40484 43.63571)
43.65762,-79.40769,POINT (-79.40769 43.65762)
43.66024,-79.33603,POINT (-79.33603 43.66024)
43.66048375,-79.35984506,POINT (-79.35984505853618 43.66048374665323)
43.66936,-79.45201,POINT (-79.45201 43.66936)
43.7698958,-79.41537021,POINT (-79.41537020671757 43.76989580011977)
43.70978321,-79.51127347,POINT (-79.51127347412825 43.709783211102966)
43.78279,-79.44078,POINT (-79.44078 43.78279)
43.64028,-79.37682,POINT (-79.37682 43.64028)
43.68245,-79.51744,POINT (-79.51744 43.68245)
43.7638624,-79.2472017,POINT (-79.24720169999999 43.7638624)
43.76089,-79.41258,POINT (-79.41258 43.76089)
43.64232,-79.38028,POINT (-79.38028 43.64232)
43.65128447,-79.44970826,POINT (-79.44970825755209 43.651284472391126)
43.67287,-79.4195,POINT (-79.4195 43.67287)
43.67795,-79.41305,POINT (-79.41305 43.67795)
43.75289,-79.24432,POINT (-79.24432 43.75289)
43.68016033,-79.34523294,POINT (-79.34523294439037 43.6801603342837)
43.79907745,-79.41257583,POINT (-79.41257582686637 43.79907744779791)
43.73569,-79.48247,POINT (-79.48247 43.73569)
43.6655193,-79.3348903,POINT (-79.33489030000001 43.6655193)
43.63667355,-79.40049601,POINT (-79.40049600580288 43.63667355398092)
43.73838,-79.58599,POINT (-79.58599 43.73838)
43.7605723,-79.1745392,POINT (-79.1745392 43.7605723)
43.66747,-79.4265,POINT (-79.4265 43.66747)
43.73286247,-79.47649178,POINT (-79.4764917802323 43.73286247159532)
43.64228,-79.3809,POINT (-79.3809 43.64228)
43.64348,-79.37997,POINT (-79.37997 43.64348)
43.65632838,-79.37464251,POINT (-79.37464250814726 43.65632837584857)
43.6398431,-79.3979199,POINT (-79.39791989999999 43.6398431)
43.65839738,-79.39960876,POINT (-79.39960876450507 43.65839737972196)
43.78987913,-79.14162206,POINT (-79.14162206054965 43.7898791301518)
43.79436,-79.41078,POINT (-79.41078 43.79436)
43.63875,-79.38135,POINT (-79.38135 43.63875)
43.76796,-79.19822,POINT (-79.19822 43.76796)
43.76346671,-79.40617397,POINT (-79.40617396623729 43.76346670737229)
43.6448934,-79.4264878,POINT (-79.42648779999999 43.6448934)
43.66948,-79.45746,POINT (-79.45746 43.66948)
43.6482,-79.39178,POINT (-79.39178 43.6482)
43.67066,-79.37989,POINT (-79.37989 43.67066)
43.69514,-79.42212,POINT (-79.42212 43.69514)
43.72734167,-79.50363772,POINT (-79.50363772128098 43.72734167207626)
43.73457,-79.48528,POINT (-79.48528 43.73457)
43.78609,-79.32936,POINT (-79.32936 43.78609)
43.64465,-79.44199,POINT (-79.44199 43.64465)
43.6534388,-79.3791843,POINT (-79.37918429999999 43.6534388)
43.64715,-79.41699,POINT (-79.41699 43.64715)
43.64502,-79.40063,POINT (-79.40063 43.64502)
43.59742,-79.52326,POINT (-79.52326 43.59742)
43.76706,-79.36028,POINT (-79.36028 43.76706)
43.7440968,-79.3232479,POINT (-79.3232479 43.7440968)
43.64394437,-79.38991933,POINT (-79.3899193290415 43.64394436947904)
43.6839,-79.41993,POINT (-79.41993 43.6839)
43.64004,-79.41451,POINT (-79.41451 43.64004)
43.71143,-79.38293,POINT (-79.38293 43.71143)
43.63933159,-79.38026516,POINT (-79.38026516147623 43.63933159237177)
43.71051,-79.3234,POINT (-79.3234 43.71051)
43.66996,-79.42983,POINT (-79.42983 43.66996)
43.68878,-79.45815,POINT (-79.45815 43.68878)
43.63845,-79.46673,POINT (-79.46673 43.63845)
43.64529,-79.37752,POINT (-79.37752 43.64529)
43.65622,-79.41717,POINT (-79.41717 43.65622)
43.6602,-79.34846,POINT (-79.34846 43.6602)
43.73574,-79.47568,POINT (-79.47568 43.73574)
43.67144,-79.39382,POINT (-79.39382 43.67144)
43.71827227,-79.44855154,POINT (-79.44855153570934 43.71827227356364)
43.66902,-79.37084,POINT (-79.37084 43.66902)
43.6825275,-79.4494589,POINT (-79.4494589 43.6825275)
43.64305,-79.40129,POINT (-79.40129 43.64305)
43.68367,-79.2773,POINT (-79.2773 43.68367)
43.67651,-79.44666,POINT (-79.44666 43.67651)
43.6419,-79.38203,POINT (-79.38203 43.6419)
43.65213,-79.43692,POINT (-79.43692 43.65213)
43.70705,-79.25411,POINT (-79.25411 43.70705)
43.69234,-79.43847,POINT (-79.43847 43.69234)
43.6708,-79.29413,POINT (-79.29413 43.6708)
43.65371923,-79.40023843,POINT (-79.40023843241917 43.65371923077706)
43.6475172,-79.3927031,POINT (-79.39270309999999 43.6475172)
43.77428871,-79.41949274,POINT (-79.41949273678497 43.77428870797303)
43.713505,-79.5019577,POINT (-79.50195769999999 43.713505)
43.79228,-79.39549,POINT (-79.39549 43.79228)
43.6075489,-79.5361728,POINT (-79.5361728 43.6075489)
43.64751405,-79.40211985,POINT (-79.40211985283668 43.64751404674254)
43.6546053,-79.442767,POINT (-79.442767 43.65460530000001)
43.66582,-79.43515,POINT (-79.43515 43.66582)
43.66243,-79.43024,POINT (-79.43024 43.66243)
43.69259,-79.47094,POINT (-79.47094 43.69259)
43.6444441,-79.3763883,POINT (-79.3763883 43.6444441)
43.81984,-79.27126,POINT (-79.27126 43.81984)
43.6494704,-79.4336892,POINT (-79.43368920000002 43.64947040000001)
43.67062,-79.55241,POINT (-79.55241 43.67062)
43.67984009,-79.43488312,POINT (-79.43488311767578 43.67984008789063)
43.6369007,-79.4049462,POINT (-79.4049462 43.6369007)
43.63954,-79.5592,POINT (-79.5592 43.63954)
43.642,-79.40116,POINT (-79.40116 43.642)
43.66166,-79.38302,POINT (-79.38302 43.66166)
43.64031,-79.39313,POINT (-79.39313 43.64031)
43.79514,-79.41273,POINT (-79.41273 43.79514)
43.6826212,-79.4259011,POINT (-79.42590109999999 43.6826212)
43.7103128,-79.3831156,POINT (-79.3831156 43.7103128)
43.75841945,-79.46225857,POINT (-79.46225856650511 43.75841945423389)
43.68923833,-79.46543128,POINT (-79.46543128196907 43.68923833060544)
43.75773,-79.40315,POINT (-79.40315 43.75773)
43.70586,-79.38469,POINT (-79.38469 43.70586)
43.6495729,-79.3880901,POINT (-79.3880901 43.6495729)
43.7268452,-79.5359159,POINT (-79.53591589999999 43.7268452)
43.63808,-79.40094,POINT (-79.40094 43.63808)
43.64815,-79.40424,POINT (-79.40424 43.64815)
43.6717197,-79.2888724,POINT (-79.2888724 43.6717197)
43.81030508,-79.22665284,POINT (-79.22665284386999 43.810305083514216)
43.78343,-79.33488,POINT (-79.33488 43.78343)
43.66294,-79.34192,POINT (-79.34192 43.66294)
43.6441277,-79.3894058,POINT (-79.38940579999999 43.6441277)
43.68784,-79.28693,POINT (-79.28693 43.68784)
43.64463542,-79.38843009,POINT (-79.38843009020339 43.64463541973743)
43.78234812,-79.4004516,POINT (-79.40045160321844 43.78234811502746)
43.60141,-79.5025,POINT (-79.5025 43.60141)
43.7636,-79.36663,POINT (-79.36663 43.7636)
43.65851,-79.36776,POINT (-79.36776 43.65851)
43.67627,-79.35031,POINT (-79.35031 43.67627)
43.78958518,-79.27673355,POINT (-79.27673354744911 43.7895851804675)
43.64601548,-79.45464092,POINT (-79.45464091586571 43.64601547762274)
43.65966,-79.36754,POINT (-79.36754 43.65966)
43.67989937,-79.43407198,POINT (-79.43407198332875 43.6798993686764)
43.75050991,-79.50181397,POINT (-79.50181396982033 43.75050991011794)
43.72995,-79.53364,POINT (-79.53364 43.72995)
43.78021,-79.43755,POINT (-79.43755 43.78021)
43.64323067,-79.38821556,POINT (-79.38821556470066 43.64323067188056)
43.7761344,-79.2924823,POINT (-79.2924823 43.7761344)
43.67041773,-79.304963,POINT (-79.30496299514617 43.67041773212241)
43.72714,-79.26751,POINT (-79.26751 43.72714)
43.66931,-79.35356,POINT (-79.35356 43.66931)
43.6576902,-79.5287513,POINT (-79.5287513 43.6576902)
43.63952003,-79.41461329,POINT (-79.41461328868247 43.63952002810829)
43.65851,-79.56559,POINT (-79.56559 43.65851)
43.80393,-79.37902,POINT (-79.37902 43.80393)
43.64045,-79.39719,POINT (-79.39719 43.64045)
43.64763,-79.39041,POINT (-79.39041 43.64763)
43.66079015,-79.38921865,POINT (-79.3892186519435 43.66079014528911)
43.75024,-79.29144,POINT (-79.29144 43.75024)
43.68126928,-79.47012618,POINT (-79.4701261818409 43.68126928361895)
43.67157,-79.3484,POINT (-79.3484 43.67157)
43.77668,-79.42477,POINT (-79.42477 43.77668)
43.7056569,-79.3974547,POINT (-79.3974547 43.7056569)
43.6689,-79.44057,POINT (-79.44057 43.6689)
43.69812449,-79.39319489,POINT (-79.39319489187865 43.69812448517388)
43.63879,-79.41467,POINT (-79.41467 43.63879)
43.63529664,-79.43144765,POINT (-79.4314476533031 43.6352966433506)
43.65662,-79.36178,POINT (-79.36178 43.65662)
43.6441277,-79.3894058,POINT (-79.38940579999999 43.6441277)
43.66843,-79.37541,POINT (-79.37541 43.66843)
43.64289307,-79.3829354,POINT (-79.38293540209928 43.64289306934754)
43.64766,-79.40961,POINT (-79.40961 43.64766)
43.64878232,-79.48616205,POINT (-79.48616205115907 43.648782322215375)
43.63760869,-79.55698296,POINT (-79.55698296229404 43.63760868877572)
43.73840232,-79.24081387,POINT (-79.24081386504584 43.73840231862768)
43.64775,-79.39169,POINT (-79.39169 43.64775)
43.636642,-79.4057224,POINT (-79.4057224 43.63664199999999)
43.73893,-79.26172,POINT (-79.26172 43.73893)
43.66389808,-79.38733042,POINT (-79.38733041983528 43.663898081854704)
43.7489707,-79.2850475,POINT (-79.28504749999999 43.7489707)
43.72906025,-79.34102519,POINT (-79.34102518518807 43.72906024509414)
43.64611,-79.39334,POINT (-79.39334 43.64611)
43.65654769,-79.37489702,POINT (-79.37489702046379 43.65654769077456)
43.73311446,-79.32379391,POINT (-79.32379391044378 43.73311445671091)
43.75131,-79.31023,POINT (-79.31023 43.75131)
43.629047,-79.496094,POINT (-79.496094 43.629047)
43.66266924,-79.37600733,POINT (-79.37600732721118 43.66266924037087)
43.6684,-79.48291,POINT (-79.48291 43.6684)
43.64751,-79.3927,POINT (-79.3927 43.64751)
43.66736658,-79.45300781,POINT (-79.45300781418402 43.66736657988984)
43.63962865,-79.39797822,POINT (-79.39797821722941 43.63962864525047)
43.72685,-79.53494,POINT (-79.53494 43.72685)
43.62164,-79.49816,POINT (-79.49816 43.62164)
43.63695,-79.39586,POINT (-79.39586 43.63695)
43.67244,-79.28464,POINT (-79.28464 43.67244)
43.6428235,-79.40333125,POINT (-79.4033312513261 43.64282349889584)
43.78211,-79.36544,POINT (-79.36544 43.78211)
43.64658161,-79.54118977,POINT (-79.54118976720507 43.64658161438302)
43.6703938,-79.3943028,POINT (-79.39430279999999 43.6703938)
43.63873,-79.4432,POINT (-79.4432 43.63873)
43.75903926,-79.4202009,POINT (-79.42020089989235 43.759039264450415)
43.72387,-79.42829,POINT (-79.42829 43.72387)
43.63813,-79.41916,POINT (-79.41916 43.63813)
43.68672,-79.29328,POINT (-79.29328 43.68672)
43.77708,-79.39352,POINT (-79.39352 43.77708)
43.66641235,-79.42733765,POINT (-79.42733764648438 43.666412353515625)
43.66697,-79.36869,POINT (-79.36869 43.66697)
43.64768,-79.37398,POINT (-79.37398 43.64768)
43.78112975,-79.34491213,POINT (-79.3449121323162 43.78112974504088)
43.64956,-79.45328,POINT (-79.45328 43.64956)
43.75584105,-79.31037589,POINT (-79.3103758866786 43.75584104853942)
43.67243802,-79.50097325,POINT (-79.50097325065504 43.672438020975925)
43.69406,-79.28723,POINT (-79.28723 43.69406)
43.66475921,-79.32369442,POINT (-79.32369442284379 43.66475920696386)
43.64946,-79.36794,POINT (-79.36794 43.64946)
43.66591406,-79.38609051,POINT (-79.38609051040521 43.66591405780754)
43.77991,-79.41589,POINT (-79.41589 43.77991)
43.69098,-79.32162,POINT (-79.32162 43.69098)
43.64221,-79.40102,POINT (-79.40102 43.64221)
43.65383712,-79.42084135,POINT (-79.42084135255536 43.65383711512492)
43.64042,-79.39895,POINT (-79.39895 43.64042)
43.69688,-79.447731,POINT (-79.447731 43.69688)
43.63919,-79.41539,POINT (-79.41539 43.63919)
43.65775,-79.42634,POINT (-79.42634 43.65775)
43.72064,-79.33667,POINT (-79.33667 43.72064)
43.64162,-79.38105,POINT (-79.38105 43.64162)
43.64908,-79.4253,POINT (-79.4253 43.64908)
43.65859069,-79.4529816,POINT (-79.45298160174937 43.65859069115932)
43.67171,-79.38406,POINT (-79.38406 43.67171)
43.67347,-79.3534,POINT (-79.3534 43.67347)
43.67721,-79.32983,POINT (-79.32983 43.67721)
43.6615761,-79.38673644,POINT (-79.38673644101819 43.66157610115899)
43.6404039,-79.3973086,POINT (-79.3973086 43.6404039)
43.63507,-79.42725,POINT (-79.42725 43.63507)
43.74159,-79.44936,POINT (-79.44936 43.74159)
43.6809,-79.30485,POINT (-79.30485 43.6809)
43.64846,-79.39708,POINT (-79.39708 43.64846)
43.68508,-79.28942,POINT (-79.28942 43.68508)
43.7325665,-79.2755301,POINT (-79.2755301 43.7325665)
43.65207037,-79.35495061,POINT (-79.35495061195759 43.65207037383126)
43.66202,-79.4789,POINT (-79.4789 43.66202)
43.63718,-79.41781,POINT (-79.41781 43.63718)
43.65710838,-79.37568997,POINT (-79.37568997277016 43.65710838258573)
43.67080295,-79.43386402,POINT (-79.43386402141418 43.67080294652537)
43.65309,-79.37827,POINT (-79.37827 43.65309)
43.77523,-79.22903,POINT (-79.22903 43.77523)
43.74366832,-79.32698724,POINT (-79.32698723817686 43.74366832499688)
43.6441277,-79.3894058,POINT (-79.38940579999999 43.6441277)
43.7357347,-79.4807028,POINT (-79.4807028 43.73573469999999)
43.79839816,-79.39707135,POINT (-79.39707134758045 43.79839815942845)
43.76847131,-79.40271948,POINT (-79.4027194812856 43.76847131346619)
43.67069,-79.38708,POINT (-79.38708 43.67069)
43.64239805,-79.37968069,POINT (-79.37968069286448 43.64239804894801)
43.78998,-79.41447,POINT (-79.41447 43.78998)
43.77478,-79.43052,POINT (-79.43052 43.77478)
43.67705,-79.33772,POINT (-79.33772 43.67705)
43.6361,-79.44249,POINT (-79.44249 43.6361)
43.81494,-79.33264,POINT (-79.33264 43.81494)
43.66601,-79.33224,POINT (-79.33224 43.66601)
43.7068,-79.46608,POINT (-79.46608 43.7068)
43.64320818,-79.37195282,POINT (-79.37195282314875 43.64320817962738)
43.78979,-79.38734,POINT (-79.38734 43.78979)
43.64803049,-79.41096654,POINT (-79.41096653773023 43.64803049391645)
43.64145,-79.38161,POINT (-79.38161 43.64145)
43.67229,-79.46277,POINT (-79.46277 43.67229)
43.65644,-79.46985,POINT (-79.46985 43.65644)
43.80063926,-79.37822989,POINT (-79.37822989110812 43.800639262080175)
43.73724,-79.24321,POINT (-79.24321 43.73724)
43.64046093,-79.38115697,POINT (-79.38115697354078 43.64046092917877)
43.65595,-79.35878,POINT (-79.35878 43.65595)
43.73417687,-79.47588935,POINT (-79.47588935442553 43.73417687137579)
43.68537,-79.32353,POINT (-79.32353 43.68537)
43.67341,-79.35185,POINT (-79.35185 43.67341)
43.64637,-79.39373,POINT (-79.39373 43.64637)
43.64067624,-79.38302212,POINT (-79.38302211545975 43.64067623691015)
43.72694,-79.3985,POINT (-79.3985 43.72694)
43.64007,-79.41504,POINT (-79.41504 43.64007)
43.67118936,-79.39362246,POINT (-79.39362245933549 43.67118936270512)
43.64494,-79.42215,POINT (-79.42215 43.64494)
43.75506378,-79.27816727,POINT (-79.27816727283887 43.755063775730285)
43.77031217,-79.16202555,POINT (-79.16202554528668 43.770312172118)
43.77988,-79.38423,POINT (-79.38423 43.77988)
43.66022,-79.37512,POINT (-79.37512 43.66022)
43.6440041,-79.53737664,POINT (-79.53737663844704 43.64400409910766)
43.6585317,-79.45559823,POINT (-79.45559822953298 43.6585316988555)
43.65101273,-79.41138835,POINT (-79.41138834950999 43.65101273090295)
43.66608,-79.38157,POINT (-79.38157 43.66608)
43.66797586,-79.38454272,POINT (-79.38454272048878 43.66797586379519)
43.69613536,-79.45514531,POINT (-79.45514531150427 43.69613535797778)
43.76784,-79.49828,POINT (-79.49828 43.76784)
43.6715929,-79.3908687,POINT (-79.3908687 43.6715929)
43.6573763,-79.3741082,POINT (-79.3741082 43.6573763)
43.77995588,-79.35588036,POINT (-79.35588036256561 43.77995588169604)
43.64391,-79.38029,POINT (-79.38029 43.64391)
43.7980528,-79.3788762,POINT (-79.3788762 43.7980528)
43.7345918,-79.47721579,POINT (-79.47721578533856 43.73459179798895)
43.74698741,-79.49295872,POINT (-79.49295872047686 43.74698740558394)
43.65499797,-79.44582592,POINT (-79.44582592051381 43.65499797475493)
43.71879684,-79.48235689,POINT (-79.4823568862061 43.718796836703895)
43.71404,-79.50273,POINT (-79.50273 43.71404)
43.65787,-79.3851,POINT (-79.3851 43.65787)
43.59335974,-79.53310764,POINT (-79.53310763649738 43.59335973744685)
43.7382,-79.27347,POINT (-79.27347 43.7382)
43.66811,-79.48222,POINT (-79.48222 43.66811)
43.6480118,-79.39208384,POINT (-79.39208384412649 43.64801179972735)
43.73025,-79.57633,POINT (-79.57633 43.73025)
43.68473109,-79.32537415,POINT (-79.32537414997304 43.68473109186876)
43.64715,-79.39294,POINT (-79.39294 43.64715)
43.70994,-79.39741,POINT (-79.39741 43.70994)
43.66012,-79.42127,POINT (-79.42127 43.66012)
43.64494937,-79.40253872,POINT (-79.40253872165651 43.64494937234996)
43.66565,-79.43883,POINT (-79.43883 43.66565)
43.69671,-79.53738,POINT (-79.53738 43.69671)
43.75245,-79.58555,POINT (-79.58555 43.75245)
43.71827,-79.44994,POINT (-79.44994 43.71827)
43.65305,-79.45495,POINT (-79.45495 43.65305)
43.6880337,-79.45265049,POINT (-79.45265048746245 43.68803369525099)
43.63831,-79.39999,POINT (-79.39999 43.63831)
43.67899409,-79.30952634,POINT (-79.30952634298335 43.67899408526851)
43.77038,-79.30382,POINT (-79.30382 43.77038)
43.67032,-79.39443,POINT (-79.39443 43.67032)
43.63577,-79.40401,POINT (-79.40401 43.63577)
43.74924194,-79.40251804,POINT (-79.40251804029124 43.74924194424918)
43.64131621,-79.3951581,POINT (-79.39515810459852 43.64131620864329)
43.77426,-79.25699,POINT (-79.25699 43.77426)
43.77821704,-79.41960692,POINT (-79.41960692151947 43.77821703745168)
43.76717662,-79.50199049,POINT (-79.50199049114372 43.767176619823566)
43.65394362,-79.41112797,POINT (-79.41112797373327 43.65394362013724)
43.65829535,-79.40672753,POINT (-79.40672753236605 43.65829534606201)
43.80497,-79.35101,POINT (-79.35101 43.80497)
43.71929211,-79.39621224,POINT (-79.39621224205248 43.71929210858541)
43.65249,-79.37097,POINT (-79.37097 43.65249)
43.7760207,-79.3574225,POINT (-79.3574225 43.7760207)
43.64534028,-79.39118906,POINT (-79.3911890641622 43.64534027530963)
43.64166,-79.38243,POINT (-79.38243 43.64166)
43.6625574,-79.35789265,POINT (-79.3578926480367 43.662557404215256)
43.69317,-79.56338,POINT (-79.56338 43.69317)
43.72589,-79.58693,POINT (-79.58693 43.72589)
43.7724026,-79.4256194,POINT (-79.4256194 43.7724026)
