Unnamed: 0,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price
0,40.76402,-73.97278,Room in boutique hotel,Hotel room,5,2.0,2 baths,2.0,3.0,8.0
1,40.69099,-73.92603,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,10.0
2,40.77586,-73.96099,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,10.0
3,40.77796,-73.96073,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,10.0
4,40.7640242,-73.97106396,Room in boutique hotel,Hotel room,6,2.0,2 baths,2.0,2.0,10.0
5,40.76538,-73.97073,Room in boutique hotel,Hotel room,5,2.0,2 baths,2.0,3.0,10.0
6,40.76430253,-73.97226127,Room in boutique hotel,Hotel room,3,1.0,1 bath,1.0,1.0,10.0
7,40.76577,-73.9706,Room in boutique hotel,Hotel room,3,1.0,1 bath,1.0,2.0,10.0
8,40.76428,-73.97279,Room in boutique hotel,Hotel room,5,2.0,2 baths,2.0,3.0,10.0
9,40.77095,-73.95877,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,14.0
10,40.85143,-73.94203,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,17.0
11,40.74466,-73.91317,Private room in rental unit,Private room,3,1.0,1 shared bath,1.0,2.0,20.0
12,40.71826186,-74.00718279,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,0.0,20.0
13,40.64748,-73.94642,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,21.0
14,40.6243,-73.93449,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,1.0,22.0
15,40.5928,-73.95041,Private room in serviced apartment,Private room,1,1.0,1 shared bath,1.0,1.0,23.0
16,40.65223,-73.96163,Private room in serviced apartment,Private room,1,1.0,1 shared bath,1.0,1.0,24.0
17,40.71205992,-73.72986548,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,24.0
18,40.65808,-73.98125,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,24.0
19,40.69005,-73.92008,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,1.0,25.0
20,40.87063,-73.8983,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,25.0
21,40.70936122,-73.89881864,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,1.0,25.0
22,40.69431,-73.92991,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,1.0,26.0
23,40.69957,-73.92026,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,0.0,26.0
24,40.80169,-73.95615,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,1.0,26.0
25,40.80014,-73.95603,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,1.0,26.0
26,40.69261644,-73.92415674,Shared room in rental unit,Shared room,1,1.0,1 shared bath,0.0,0.0,26.0
27,40.65157,-73.96183,Private room in serviced apartment,Private room,1,1.0,1 shared bath,1.0,1.0,27.0
28,40.58979,-73.96986,Private room in serviced apartment,Private room,1,1.0,1 shared bath,1.0,1.0,27.0
29,40.59118592,-73.97046519,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,0.0,27.0
30,40.64652,-74.01433,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,27.0
31,40.59198,-73.96862,Private room in serviced apartment,Private room,1,1.0,1 shared bath,1.0,1.0,27.0
32,40.76506,-73.72649,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,1.0,27.0
33,40.69132,-73.9239,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,0.0,27.0
34,40.69131,-73.80846,Private room in home,Private room,2,1.0,1 shared bath,1.0,0.0,28.0
35,40.63589,-73.95124,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,1.0,28.0
36,40.63779,-73.95233,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,0.0,28.0
37,40.63789,-73.9509,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,0.0,28.0
38,40.8516481,-73.9207176,Shared room in serviced apartment,Shared room,1,1.0,1 shared bath,1.0,2.0,28.0
39,40.75809,-73.80465,Private room in rental unit,Private room,2,2.0,2 shared baths,1.0,0.0,28.0
40,40.59310099,-73.94106102,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,28.0
41,40.5926,-73.95097,Private room in serviced apartment,Private room,1,1.0,1 shared bath,1.0,1.0,28.0
45,40.75302,-73.87631,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,29.0
46,40.75339073,-73.88211576,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,29.0
47,40.68997,-73.90972,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,29.0
48,40.62478,-73.92881,Private room in home,Private room,2,1.5,1.5 baths,1.0,1.0,29.0
49,40.59265,-73.94913,Private room in serviced apartment,Private room,1,1.0,1 shared bath,1.0,0.0,29.0
50,40.84295,-73.9199,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,1.0,29.0
51,40.68098098,-73.94316812,Shared room in rental unit,Shared room,3,2.0,2 shared baths,1.0,3.0,29.0
52,40.86394,-73.90312,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,30.0
53,40.75640353,-73.80520979,Private room in rental unit,Private room,2,2.0,2 baths,1.0,1.0,30.0
54,40.75286,-73.87774,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,30.0
55,40.79994538,-73.94170947,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,30.0
56,40.85416,-73.92836,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,30.0
57,40.80008869,-73.94190167,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,30.0
58,40.79975185,-73.94163665,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,30.0
59,40.69001,-73.91435,Private room in serviced apartment,Private room,1,1.0,1 shared bath,1.0,1.0,30.0
60,40.69,-73.9078,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,30.0
61,40.68846776,-73.90774167,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,30.0
62,40.68989193,-73.90806392,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,30.0
63,40.68881,-73.90788,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,30.0
64,40.75107713,-73.8781236,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,30.0
65,40.68791,-73.90919,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,30.0
66,40.68872615,-73.90800768,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,30.0
67,40.67880624,-73.88487329,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,30.0
68,40.72168943,-73.75342214,Private room in home,Private room,2,2.0,2 baths,1.0,1.0,30.0
69,40.77723,-73.96053,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,30.0
70,40.71512,-73.76083,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,30.0
71,40.76428,-73.99271,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,30.0
72,40.57538697,-74.10468259,Private room in home,Private room,1,1.0,1 private bath,1.0,1.0,30.0
73,40.76013,-73.88593,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,30.0
74,40.67712206,-73.93993173,Shared room in rental unit,Shared room,1,2.5,2.5 shared baths,1.0,1.0,30.0
75,40.72859024,-73.87513723,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,30.0
76,40.7043582,-73.7666419,Private room in home,Private room,3,1.0,1 shared bath,1.0,2.0,30.0
77,40.80038807,-73.94303357,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,30.0
78,40.75604,-73.83513,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,30.0
79,40.83750996,-73.94003125,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,30.0
80,40.83678773,-73.9383823,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,30.0
81,40.85086,-73.92184,Shared room in serviced apartment,Shared room,1,1.0,1 shared bath,1.0,2.0,30.0
82,40.73005,-73.8773,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,30.0
83,40.70452795,-73.90542409,Private room in rental unit,Private room,1,2.0,2 baths,1.0,1.0,30.0
84,40.68027,-73.9436,Shared room in home,Shared room,3,2.0,2 shared baths,1.0,3.0,30.0
85,40.68147,-73.94498,Shared room in home,Shared room,3,2.0,2 shared baths,1.0,3.0,30.0
86,40.83146,-73.86471,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,30.0
87,40.82958,-73.8651,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,30.0
88,40.86652,-73.92155,Shared room in rental unit,Shared room,1,1.0,1 shared bath,0.0,1.0,30.0
89,40.64566324,-74.09403985,Private room in home,Private room,1,1.0,1 bath,1.0,1.0,30.0
90,40.75982037,-73.8028341,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,0.0,30.0
92,40.86721,-73.89066,Shared room in home,Shared room,1,1.0,1 shared bath,0.0,1.0,30.0
93,40.7562,-73.83342,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,30.0
94,40.87038848,-73.90249025,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,31.0
95,40.62270034,-73.9315582,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,31.0
96,40.85025,-73.86273,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,1.0,31.0
97,40.84106,-73.93762,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,31.0
98,40.6575,-73.92244,Private room in rental unit,Private room,1,1.0,1 shared bath,3.0,1.0,31.0
99,40.68835315,-73.90991661,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,31.0
100,40.688,-73.90977,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,31.0
101,40.68961,-73.90981,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,31.0
102,40.68818,-73.9078,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,31.0
103,40.63454,-74.08549,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,31.0
104,40.72737,-73.87623,Private room in home,Private room,1,1.0,1 shared bath,1.0,0.0,31.0
105,40.69464,-73.93342,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,31.0
106,40.69379,-73.93261,Shared room in rental unit,Shared room,2,3.0,3 shared baths,1.0,2.0,31.0
107,40.63293719,-73.89244018,Private room in home,Private room,1,1.0,1 bath,1.0,1.0,31.0
108,40.74461,-73.89204,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,31.0
109,40.7281,-73.87508,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,31.0
110,40.8388,-73.93785,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,31.0
111,40.70103,-73.90328,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,1.0,31.0
112,40.67828,-73.94974,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,31.0
113,40.75431,-73.83531,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,31.0
114,40.7046492,-73.9006003,Private room in rental unit,Private room,1,2.0,2 baths,1.0,1.0,31.0
115,40.6933,-73.94465,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,31.0
116,40.86639,-73.90151,Private room in rental unit,Private room,3,1.0,1 shared bath,1.0,2.0,32.0
117,40.74114,-73.89607,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,32.0
118,40.68953,-73.92036,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
119,40.67931769,-73.90965714,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,32.0
120,40.8547575,-73.92794136,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
121,40.85307535,-73.92668319,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
122,40.64692,-74.00239,Private room in home,Private room,1,2.0,2 shared baths,1.0,0.0,32.0
123,40.6503189,-73.95355003,Private room in rental unit,Private room,1,1.0,1 shared bath,4.0,1.0,32.0
124,40.65176367,-73.95367572,Private room in rental unit,Private room,1,1.0,1 shared bath,4.0,0.0,32.0
125,40.81965,-73.95267,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,32.0
126,40.68968,-73.91849,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,0.0,32.0
127,40.69629448,-73.9185105,Private room in rental unit,Private room,1,3.0,3 shared baths,7.0,3.0,32.0
128,40.66951,-73.89381,Private room in townhouse,Private room,1,2.0,2 shared baths,1.0,1.0,32.0
129,40.69321,-73.91189,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,1.0,32.0
130,40.75226691,-73.87623296,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
131,40.67132,-73.9609,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,0.0,32.0
132,40.68824,-73.87588,Private room in townhouse,Private room,1,2.0,2 shared baths,1.0,0.0,32.0
133,40.70048,-73.91977,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,1.0,32.0
134,40.74122,-73.89566,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
135,40.74329871,-73.89610789,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
136,40.74445,-73.89126,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
137,40.743,-73.89625,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
138,40.73681781,-73.86401315,Shared room in rental unit,Shared room,1,1.5,1.5 shared baths,1.0,2.0,32.0
139,40.74331,-73.89787,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
140,40.74463863,-73.89274341,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
141,40.59077,-73.79047,Private room in rental unit,Private room,3,1.0,1 shared bath,1.0,1.0,32.0
142,40.82411,-73.9501,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,32.0
143,40.83874163,-73.93824155,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
144,40.83806,-73.93792,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
145,40.73834,-73.87586,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,32.0
146,40.74212,-73.88814,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
147,40.72985,-73.87574,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
148,40.6438,-74.09177,Private room in home,Private room,1,1.0,1 private bath,1.0,1.0,32.0
149,40.596875,-73.7772899,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,32.0
150,40.74348,-73.88848,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
151,40.67064155,-73.87048962,Private room in home,Private room,1,1.0,1 shared bath,1.0,0.0,32.0
152,40.88812,-73.86039,Private room in home,Private room,1,1.0,1 bath,1.0,1.0,32.0
153,40.67535619,-73.93317816,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,0.0,32.0
154,40.74645,-73.89112,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
155,40.75488,-73.83509,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,32.0
156,40.7292611,-73.87523203,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
157,40.73862,-73.87561,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,32.0
158,40.86549,-73.92423,Private room in condo,Private room,2,2.0,2 shared baths,1.0,1.0,32.0
159,40.69259,-73.93214,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
160,40.63456,-74.08472,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
161,40.75658,-73.83473,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,33.0
162,40.6891,-73.91853,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
163,40.68478,-73.94367,Private room in rental unit,Private room,2,2.0,2 baths,1.0,0.0,33.0
164,40.84141,-73.93575,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,33.0
165,40.75135,-73.8784,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
166,40.8227144,-73.93991787,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
167,40.68074,-73.94437,Shared room in home,Shared room,3,2.0,2 shared baths,1.0,3.0,33.0
168,40.66771,-73.89566,Private room in townhouse,Private room,1,2.0,2 shared baths,1.0,1.0,33.0
169,40.62866832,-73.9567672,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,33.0
170,40.61396928,-73.95474349,Private room in rental unit,Private room,1,1.0,1 shared bath,4.0,0.0,33.0
171,40.82234836,-73.93803952,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
172,40.82299841,-73.93980885,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
173,40.62803,-73.95819,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
174,40.68703,-73.91852,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,0.0,33.0
175,40.68733,-73.91876,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,2.0,33.0
176,40.85267905,-73.92624625,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
177,40.65745088,-73.91065611,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,33.0
178,40.7413,-73.89735,Shared room in townhouse,Shared room,2,1.0,1 shared bath,1.0,1.0,33.0
179,40.714424,-73.761551,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
180,40.68499786,-73.94354047,Private room in rental unit,Private room,2,2.0,2 baths,1.0,0.0,33.0
181,40.76339,-73.9883,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,33.0
182,40.74417,-73.89359,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
183,40.74323,-73.89771,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,33.0
184,40.74203,-73.98033,Entire rental unit,Entire home/apt,3,1.0,1 bath,2.0,2.0,33.0
185,40.7425,-73.89279,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
186,40.74483,-73.89131,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,33.0
187,40.74331,-73.89712,Shared room in townhouse,Shared room,2,1.0,1 shared bath,1.0,1.0,33.0
188,40.68865,-73.91863,Shared room in rental unit,Shared room,1,2.0,2 shared baths,1.0,0.0,33.0
189,40.67838,-73.74092,Private room in home,Private room,1,1.0,1 shared bath,1.0,0.0,33.0
190,40.82376276,-73.95396308,Private room in rental unit,Private room,1,2.0,2 baths,1.0,1.0,33.0
191,40.74118,-73.89601,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
192,40.74441,-73.89435,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
193,40.74301,-73.89463,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
194,40.70321,-73.76579,Private room in home,Private room,2,1.0,1 shared bath,1.0,0.0,33.0
195,40.73841369,-73.88019644,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,33.0
196,40.74572,-73.89327,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
197,40.6992844,-73.9309535,Private room in rental unit,Private room,1,1.5,1.5 shared baths,1.0,1.0,33.0
198,40.7294829,-73.87526684,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,33.0
199,40.76362,-73.98814,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,0.0,33.0
200,40.57955,-74.11033,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
201,40.69652243,-73.89911117,Private room in rental unit,Private room,1,2.0,2 shared baths,5.0,0.0,33.0
202,40.83729256,-73.9380591,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
203,40.75474,-73.81985,Shared room in home,Shared room,1,1.0,1 shared bath,1.0,1.0,33.0
204,40.75655,-73.81829,Shared room in home,Shared room,1,1.0,1 shared bath,1.0,1.0,33.0
205,40.6817,-73.86541,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
206,40.74247,-73.89022,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
207,40.67439,-73.93263,Private room in rental unit,Private room,1,2.0,2 shared baths,5.0,0.0,33.0
208,40.67414345,-73.93226427,Private room in rental unit,Private room,1,2.0,2 shared baths,5.0,0.0,33.0
209,40.5775,-74.11024,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
210,40.57935,-74.1101,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
211,40.75425,-73.83402,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,33.0
212,40.67279701,-73.9321326,Private room in rental unit,Private room,1,2.0,2 shared baths,5.0,0.0,33.0
213,40.6389659,-74.0801993,Private room in home,Private room,1,1.0,1 bath,1.0,1.0,33.0
214,40.59274897,-73.95065074,Private room in rental unit,Private room,1,1.0,1 shared bath,4.0,0.0,33.0
215,40.88832,-73.86067,Private room in home,Private room,1,0.0,0 shared baths,1.0,1.0,33.0
216,40.73804974,-73.87860311,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,33.0
217,40.8512696,-73.8615487,Private room in home,Private room,2,1.5,1.5 baths,1.0,0.0,33.0
218,40.74217,-73.88821,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,33.0
219,40.86525,-73.92441,Private room in condo,Private room,1,2.0,2 shared baths,1.0,1.0,33.0
220,40.80807,-73.95244,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,0.0,33.0
221,40.78152294,-73.95121529,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,33.0
222,40.86382,-73.92253,Private room in condo,Private room,2,2.0,2 shared baths,1.0,1.0,33.0
223,40.77159,-73.96243,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,33.0
224,40.77036813,-73.96070894,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,33.0
225,40.76078,-73.96172,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,33.0
226,40.7608,-73.96235,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,33.0
227,40.76285,-73.96304,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,33.0
228,40.76249,-73.96322,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,33.0
229,40.76974,-73.96197,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,33.0
230,40.77972252,-73.95306848,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,33.0
231,40.69252,-73.93081,Private room in rental unit,Private room,1,1.5,1.5 shared baths,1.0,1.0,34.0
232,40.85279,-73.92637,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,34.0
233,40.82441153,-73.93962469,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,34.0
234,40.82429899,-73.93782985,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,34.0
235,40.84351,-73.94287,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,,34.0
236,40.68935668,-73.86519136,Private room in rental unit,Private room,1,1.5,1.5 shared baths,1.0,0.0,34.0
237,40.62495811,-73.9389136,Entire home,Entire home/apt,5,1.0,1 bath,0.0,3.0,34.0
238,40.65213251,-73.95384446,Private room in rental unit,Private room,1,1.0,1 shared bath,4.0,0.0,34.0
239,40.61514,-73.95527,Private room in rental unit,Private room,1,1.0,1 shared bath,4.0,0.0,34.0
240,40.86337,-73.92705,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,34.0
241,40.69042,-73.91798,Private room in serviced apartment,Private room,1,2.0,2 shared baths,1.0,1.0,34.0
242,40.69638,-73.91928,Private room in rental unit,Private room,1,3.0,3 shared baths,7.0,0.0,34.0
243,40.6980308,-73.91704338,Private room in rental unit,Private room,1,3.0,3 shared baths,7.0,0.0,34.0
244,40.65759737,-73.90898314,Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,1.0,34.0
245,40.64064,-73.961639,Shared room in rental unit,Shared room,2,1.0,1 shared bath,1.0,3.0,34.0
246,40.65771,-73.91063,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,1.0,34.0
247,40.74642,-73.89354,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,34.0
248,40.714424,-73.761551,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,34.0
249,40.74261,-73.8957,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,34.0
250,40.75275208,-73.89487198,Shared room in casa particular,Shared room,1,1.0,1 shared bath,1.0,1.0,34.0
251,40.74409,-73.90497,Private room in home,Private room,1,2.0,2 shared baths,1.0,1.0,34.0
252,40.798,-73.96174,Shared room in rental unit,Shared room,2,1.0,1 shared bath,1.0,1.0,34.0
253,40.68757,-73.91931,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,0.0,34.0
254,40.69309182,-73.93039709,Private room in rental unit,Private room,1,1.5,1.5 baths,1.0,1.0,34.0
255,40.74249,-73.89317,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,34.0
256,40.74435,-73.892,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,34.0
257,40.6716078,-73.75674776,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,34.0
258,40.64559,-73.92388,Private room in townhouse,Private room,1,1.0,1 shared bath,3.0,4.0,34.0
259,40.64465,-73.92354,Private room in townhouse,Private room,1,1.0,1 shared bath,3.0,1.0,34.0
260,40.64608,-73.92479,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,34.0
261,40.7962,-73.96334,Shared room in rental unit,Shared room,2,1.0,1 shared bath,1.0,1.0,34.0
262,40.72986709,-73.8766809,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,34.0
263,40.69605856,-73.89882384,Private room in rental unit,Private room,1,2.0,2 shared baths,5.0,0.0,34.0
264,40.6282,-74.02579,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,34.0
265,40.70159626,-73.90414118,Private room in rental unit,Private room,1,1.0,1 shared bath,4.0,1.0,34.0
266,40.7442,-73.88995,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,34.0
267,40.72965,-73.8772,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,34.0
268,40.67305,-73.95912,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,34.0
269,40.67431,-73.95212,Private room in rental unit,Private room,1,1.0,1 shared bath,4.0,0.0,34.0
270,40.59454,-73.95891,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,0.0,34.0
271,40.63574,-74.00386,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,1.0,34.0
272,40.70331171,-73.78235109,Private room in home,Private room,2,1.0,1 bath,0.0,0.0,34.0
273,40.75491,-73.8351,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,34.0
